,LicenseNo,Inspection_Results
1878,12746,1
1879,21419,2
1880,33822,1
1881,20919,1
1882,19897,4
1883,18879,1
1884,17655,1
1885,36319,1
1886,1419,1
1887,2677,1
1888,34759,1
1889,1221,5
1890,14288,2
1891,13348,2
1892,36255,1
1893,1170,1
1894,34067,1
1895,33952,3
1896,22611,2
1897,4803,1
1898,34139,1
1899,30413,3
1900,35603,3
1901,8496,1
1902,34148,1
1903,22676,1
1904,1271,1
1905,14470,1
1906,18888,2
1907,27042,1
1908,1782,1
1909,24681,1
1910,34959,1
1911,3576,3
1912,18092,1
1913,12429,1
1914,4277,1
1915,12990,1
1916,31440,1
1917,34783,1
1918,19802,3
1919,7779,1
1920,19842,3
1921,24586,1
1922,7568,1
1923,22475,2
1924,26613,1
1925,15686,1
1926,34888,1
1927,23633,1
1928,21841,1
1929,15274,1
1930,6085,1
1931,28031,1
1932,35352,3
1933,5534,3
1934,21285,2
1935,0,1
1936,4336,3
1937,16925,3
1938,27287,1
1939,20839,3
1940,4034,3
1941,22553,1
1942,26902,3
1943,7852,1
1944,1768,1
1945,2135,4
1946,26189,1
1947,5152,1
1948,4344,1
1949,3659,1
1950,20191,1
1951,4005,3
1952,16657,1
1953,23576,1
1954,11843,1
1955,5655,3
1956,21040,1
1957,1787,3
1958,33972,2
1959,21830,1
1960,11299,1
1961,16920,1
1962,25628,2
1963,2701,1
1964,5751,3
1965,7689,1
1966,29433,2
1967,33600,1
1968,7892,2
1969,4485,3
1970,23058,3
1971,35495,4
1972,28275,3
1973,17028,1
1974,8507,3
1975,30223,1
1976,24018,3
1977,23899,2
1978,3292,2
1979,16801,2
1980,4923,1
1981,10555,1
1982,34684,3
1983,2783,1
1984,13947,1
1985,33988,2
1986,9979,1
1987,24987,1
1988,30758,3
1989,20585,1
1990,10791,1
1991,34524,1
1992,29273,1
1993,11615,1
1994,1462,2
1995,25265,3
1996,32062,2
1997,12323,1
1998,11449,2
1999,36411,3
2000,26463,1
2001,21756,1
2002,14266,2
2003,15965,1
2004,17530,1
2005,15811,2
2006,5097,2
2007,16993,2
2008,8694,3
2009,53,4
2010,37339,1
2011,25272,1
2012,2457,1
2013,16282,1
2014,2830,1
2015,12658,1
2016,34023,2
2017,747,1
2018,10905,1
2019,37091,1
2020,7375,1
2021,10896,2
2022,9107,2
2023,3014,1
2024,8291,2
2025,2616,1
2026,37347,3
2027,1770,1
2028,18582,1
2029,12427,1
2030,5727,1
2031,11761,1
2032,29714,1
2033,5400,2
2034,20977,2
2035,28863,2
2036,24248,1
2037,33978,1
2038,15793,1
2039,3119,2
2040,9651,1
2041,35539,1
2042,24612,3
2043,6688,4
2044,15233,3
2045,24780,3
2046,36075,1
2047,13792,2
2048,12501,2
2049,365,1
2050,2508,1
2051,11778,1
2052,8791,3
2053,20610,1
2054,36242,1
2055,13732,2
2056,21377,1
2057,19813,1
2058,18670,1
2059,10296,1
2060,19325,4
2061,30665,2
2062,36029,2
2063,8693,1
2064,11416,3
2065,26911,1
2066,6352,3
2067,4808,3
2068,11462,1
2069,1404,2
2070,19250,1
2071,23582,1
2072,19393,4
2073,37272,1
2074,1129,1
2075,11883,2
2076,17071,1
2077,15737,1
2078,4774,1
2079,31096,1
2080,224,2
2081,37392,2
2082,23096,1
2083,13078,1
2084,22707,1
2085,23861,3
2086,4543,1
2087,20828,1
2088,3758,1
2089,16728,1
2090,23968,2
2091,8512,2
2092,3558,2
2093,11378,3
2094,11339,4
2095,3701,2
2096,4495,3
2097,15392,1
2098,21579,1
2099,1399,1
2100,20794,1
2101,7609,2
2102,13954,1
2103,6053,1
2104,4030,3
2105,28142,4
2106,21320,1
2107,22014,1
2108,13704,2
2109,2197,1
2110,28118,2
2111,2206,1
2112,8005,2
2113,34584,3
2114,6067,1
2115,12791,1
2116,24214,3
2117,24297,3
2118,18980,3
2119,6411,1
2120,23944,1
2121,16984,2
2122,15073,1
2123,34425,2
2124,34627,4
2125,24656,2
2126,29848,4
2127,909,1
2128,5212,2
2129,26068,1
2130,22621,4
2131,35764,2
2132,11360,3
2133,34232,1
2134,16146,3
2135,32857,1
2136,27124,3
2137,7253,1
2138,23189,3
2139,9319,1
2140,702,1
2141,25208,4
2142,23623,2
2143,12557,2
2144,10683,2
2145,34053,1
2146,2256,3
2147,36582,1
2148,9124,1
2149,30528,3
2150,13828,1
2151,11527,1
2152,25360,1
2153,17915,1
2154,10727,1
2155,17280,1
2156,26037,1
2157,21509,2
2158,24655,3
2159,18042,4
2160,18581,4
2161,34531,3
2162,33584,1
2163,32215,3
2164,37222,1
2165,13759,2
2166,10891,1
2167,8590,1
2168,11418,1
2169,5306,1
2170,1356,4
2171,26640,1
2172,9268,2
2173,13113,3
2174,26058,2
2175,20885,2
2176,17030,1
2177,34647,3
2178,17456,2
2179,6403,1
2180,28156,3
2181,12470,1
2182,14900,2
2183,22488,5
2184,22684,1
2185,1897,1
2186,19764,2
2187,11293,1
2188,3722,1
2189,17573,1
2190,25826,1
2191,35389,4
2192,33502,1
2193,13475,1
2194,20230,4
2195,10048,1
2196,1746,1
2197,35576,1
2198,5984,3
2199,36091,1
2200,23135,4
2201,36567,2
2202,24227,1
2203,2908,1
2204,3696,1
2205,1825,1
2206,8935,1
2207,33684,1
2208,17430,3
2209,8293,1
2210,18060,2
2211,26794,1
2212,11191,4
2213,11086,2
2214,25547,2
2215,25202,3
2216,20608,3
2217,4199,1
2218,31204,1
2219,3517,1
2220,26732,1
2221,14217,3
2222,18850,1
2223,26845,1
2224,33845,1
2225,33881,1
2226,14170,1
2227,938,2
2228,19661,1
2229,19158,3
2230,1755,2
2231,26317,1
2232,4556,3
2233,35847,1
2234,21826,2
2235,35965,2
2236,11075,1
2237,6513,2
2238,33941,4
2239,26992,2
2240,30557,1
2241,34420,1
2242,20602,1
2243,21282,1
2244,27134,2
2245,11949,1
2246,12287,3
2247,20813,1
2248,15919,1
2249,9262,1
2250,18677,2
2251,35253,1
2252,2778,2
2253,15249,1
2254,32950,2
2255,8495,3
2256,19311,1
2257,8449,2
2258,7384,1
2259,33630,1
2260,11525,2
2261,33558,2
2262,26055,1
2263,37388,1
2264,29057,1
2265,19942,2
2266,14405,1
2267,19013,1
2268,25775,1
2269,18551,3
2270,5419,1
2271,35798,2
2272,2565,2
2273,15838,4
2274,26927,1
2275,1049,1
2276,13745,3
2277,19755,2
2278,30466,1
2279,16315,3
2280,6230,4
2281,10211,1
2282,24924,3
2283,36189,1
2284,10964,1
2285,12968,2
2286,29854,1
2287,29836,4
2288,35726,3
2289,10959,3
2290,4928,1
2291,23797,2
2292,25058,1
2293,35017,3
2294,16280,1
2295,19370,2
2296,29195,1
2297,32969,1
2298,28942,1
2299,10932,4
2300,308,1
2301,30393,1
2302,7446,1
2303,12210,1
2304,2765,1
2305,33758,2
2306,5791,4
2307,27822,1
2308,15089,1
2309,25935,3
2310,11504,1
2311,7112,4
2312,9735,3
2313,36987,1
2314,6695,1
2315,21439,3
2316,22382,1
2317,17397,1
2318,27043,1
2319,3327,2
2320,36730,2
2321,17398,1
2322,33875,2
2323,15572,1
2324,5464,3
2325,33858,1
2326,29487,3
2327,23298,2
2328,489,4
2329,11722,1
2330,23362,1
2331,19256,1
2332,14517,3
2333,864,3
2334,35945,1
2335,19016,2
2336,6739,1
2337,24896,3
2338,20484,1
2339,15566,4
2340,18435,3
2341,36188,3
2342,34078,4
2343,35284,1
2344,21058,1
2345,31090,1
2346,8524,1
2347,11244,1
2348,33715,1
2349,20836,1
2350,3107,1
2351,23762,1
2352,15183,1
2353,25375,4
2354,24593,1
2355,35360,1
2356,36867,3
2357,34574,3
2358,25976,1
2359,4303,1
2360,9113,1
2361,12382,1
2362,25381,1
2363,6383,4
2364,29464,1
2365,27229,2
2366,9356,2
2367,21793,3
2368,30847,1
2369,23462,1
2370,22640,1
2371,18474,1
2372,33292,3
2373,20748,3
2374,5415,2
2375,14856,2
2376,15200,2
2377,17477,1
2378,19612,1
2379,9251,1
2380,21064,1
2381,34292,2
2382,9757,1
2383,14193,2
2384,17140,4
2385,22983,3
2386,9612,1
2387,19145,1
2388,23372,2
2389,36287,1
2390,8401,1
2391,32640,1
2392,4728,1
2393,5695,2
2394,33758,2
2395,721,3
2396,34446,1
2397,11597,3
2398,5651,3
2399,4400,1
2400,1222,1
2401,21387,1
2402,2277,1
2403,33693,1
2404,30170,3
2405,14131,2
2406,22130,3
2407,34443,4
2408,25239,1
2409,17265,1
2410,8663,3
2411,14774,2
2412,259,1
2413,25567,1
2414,34171,3
2415,35771,1
2416,18617,1
2417,448,1
2418,36225,1
2419,34134,2
2420,37007,1
2421,17174,2
2422,13078,1
2423,21038,1
2424,17813,3
2425,37070,1
2426,21103,4
2427,3633,2
2428,32619,1
2429,8925,1
2430,23427,1
2431,32430,6
2432,21,4
2433,7124,3
2434,16538,1
2435,25788,3
2436,4951,1
2437,9253,1
2438,37269,3
2439,9268,3
2440,35574,1
2441,18769,1
2442,32783,1
2443,20209,3
2444,15243,3
2445,22855,1
2446,10416,2
2447,14232,2
2448,22549,1
2449,4727,1
2450,5653,1
2451,27947,1
2452,33978,3
2453,1553,3
2454,19494,3
2455,33552,1
2456,7651,1
2457,14996,1
2458,30946,3
2459,744,1
2460,13594,3
2461,30919,1
2462,18921,2
2463,28791,3
2464,28396,3
2465,12739,4
2466,20112,4
2467,12123,3
2468,23212,1
2469,36134,4
2470,17398,1
2471,13865,1
2472,22707,1
2473,20814,1
2474,5132,1
2475,19340,1
2476,13639,1
2477,34319,1
2478,134,3
2479,36046,1
2480,28145,1
2481,23908,1
2482,31605,3
2483,29600,1
2484,4149,1
2485,36836,3
2486,8724,1
2487,33434,3
2488,23467,4
2489,22441,1
2490,18415,2
2491,23321,1
2492,1489,1
2493,21327,2
2494,21060,1
2495,33861,4
2496,10103,1
2497,28148,1
2498,10932,4
2499,9584,3
2500,5047,1
2501,3292,2
2502,4945,1
2503,26764,1
2504,10205,1
2505,9761,4
2506,197,1
2507,32229,1
2508,19788,1
2509,10896,3
2510,7362,2
2511,8472,1
2512,5207,2
2513,2233,1
2514,3273,1
2515,13899,1
2516,14635,4
2517,19512,1
2518,2113,3
2519,37263,1
2520,19006,1
2521,3600,1
2522,20467,3
2523,1462,1
2524,35967,3
2525,18306,2
2526,4580,1
2527,36952,2
2528,15476,1
2529,15682,2
2530,2588,3
2531,34151,1
2532,27561,1
2533,18305,1
2534,4841,1
2535,23980,1
2536,23498,1
2537,19752,2
2538,34346,1
2539,13016,1
2540,20951,2
2541,20121,1
2542,27746,3
2543,12998,1
2544,27926,2
2545,18699,1
2546,5332,1
2547,18783,1
2548,28912,1
2549,15839,1
2550,13551,2
2551,1946,1
2552,4775,1
2553,4532,1
2554,28278,2
2555,18062,1
2556,17616,3
2557,30899,2
2558,10888,3
2559,1684,4
2560,1067,4
2561,8294,1
2562,35343,4
2563,14349,1
2564,5922,1
2565,34247,3
2566,12362,1
2567,33523,2
2568,14899,1
2569,35263,1
2570,10404,1
2571,15652,1
2572,37045,1
2573,5932,4
2574,36451,2
2575,13063,1
2576,24344,1
2577,18435,3
2578,23564,1
2579,9324,2
2580,16654,2
2581,2404,1
2582,2042,3
2583,7644,1
2584,12458,1
2585,15448,2
2586,27999,1
2587,16740,1
2588,18488,2
2589,11832,1
2590,34235,1
2591,2267,1
2592,11942,1
2593,29046,4
2594,16399,4
2595,13259,1
2596,7677,3
2597,33441,3
2598,19383,1
2599,13331,3
2600,12256,1
2601,36428,4
2602,1333,1
2603,24821,2
2604,28689,5
2605,18613,1
2606,14420,1
2607,32698,1
2608,25930,3
2609,20854,2
2610,10579,1
2611,14405,1
2612,7448,1
2613,15147,1
2614,7956,3
2615,5461,1
2616,6816,1
2617,24777,3
2618,34771,5
2619,3549,1
2620,4593,1
2621,21901,1
2622,15234,3
2623,32095,3
2624,11287,4
2625,29367,1
2626,7114,4
2627,36247,1
2628,16606,2
2629,36610,1
2630,7170,1
2631,5894,1
2632,11904,2
2633,36599,1
2634,32605,1
2635,15081,2
2636,3332,1
2637,4550,1
2638,18166,2
2639,24907,1
2640,13738,1
2641,9548,2
2642,1311,2
2643,10488,4
2644,2979,1
2645,21660,3
2646,27659,1
2647,22758,1
2648,13080,1
2649,20301,1
2650,3772,1
2651,5674,3
2652,20106,1
2653,23047,1
2654,19362,1
2655,17924,4
2656,9332,1
2657,24141,3
2658,10313,1
2659,5964,1
2660,24705,1
2661,14058,3
2662,35986,2
2663,10842,1
2664,8839,1
2665,24125,1
2666,15922,2
2667,34024,1
2668,7279,4
2669,30178,4
2670,26005,1
2671,28685,3
2672,6172,2
2673,24726,1
2674,3450,1
2675,4417,1
2676,24019,1
2677,5168,4
2678,3938,4
2679,31705,4
2680,15271,1
2681,33109,1
2682,537,3
2683,14113,3
2684,6197,1
2685,4304,3
2686,28338,1
2687,22693,1
2688,1764,4
2689,35080,1
2690,37359,1
2691,7338,1
2692,34209,2
2693,9784,1
2694,6877,4
2695,10341,1
2696,26260,2
2697,21504,4
2698,1227,1
2699,10683,4
2700,7953,1
2701,24612,2
2702,33128,2
2703,12202,1
2704,15987,1
2705,9419,3
2706,23883,1
2707,9254,1
2708,36400,3
2709,16391,1
2710,3271,1
2711,23826,1
2712,31443,3
2713,27669,1
2714,15341,3
2715,18983,1
2716,269,1
2717,17737,1
2718,11985,4
2719,12238,2
2720,18800,1
2721,25688,1
2722,10124,2
2723,12597,1
2724,34589,1
2725,1412,3
2726,16858,1
2727,35173,1
2728,12168,3
2729,11300,1
2730,17216,4
2731,24821,2
2732,26955,6
2733,29762,1
2734,10550,1
2735,8807,2
2736,5509,3
2737,29045,1
2738,645,1
2739,12093,1
2740,2601,3
2741,33987,1
2742,33852,1
2743,11471,1
2744,7878,2
2745,7259,1
2746,26687,1
2747,2505,4
2748,1724,1
2749,13182,3
2750,23401,1
2751,15162,4
2752,30556,1
2753,16005,1
2754,9068,1
2755,25728,3
2756,18420,1
2757,10634,1
2758,15143,1
2759,11301,2
2760,16654,3
2761,21280,1
2762,20187,1
2763,3148,1
2764,28134,1
2765,33232,2
2766,35677,1
2767,8018,1
2768,12941,1
2769,25219,1
2770,8786,1
2771,23894,4
2772,23383,1
2773,4133,4
2774,15255,1
2775,17508,1
2776,23703,1
2777,2355,2
2778,21784,1
2779,26241,4
2780,22478,1
2781,12865,1
2782,12505,1
2783,1842,4
2784,30330,3
2785,20564,2
2786,22258,1
2787,33868,2
2788,37249,5
2789,10513,1
2790,2861,1
2791,22139,3
2792,9238,1
2793,12438,1
2794,5575,1
2795,36771,1
2796,23965,2
2797,32949,2
2798,23059,1
2799,1426,1
2800,37143,1
2801,13022,1
2802,15635,1
2803,5277,1
2804,718,1
2805,13064,1
2806,23104,1
2807,22960,1
2808,26578,2
2809,27063,1
2810,9775,1
2811,14097,1
2812,2505,1
2813,2722,3
2814,23155,1
2815,25534,3
2816,33911,2
2817,19501,1
2818,24541,2
2819,563,1
2820,21965,1
2821,8151,3
2822,24463,2
2823,10684,1
2824,1768,1
2825,1415,1
2826,28608,3
2827,23374,1
2828,2765,1
2829,29374,1
2830,7285,1
2831,8918,1
2832,18949,1
2833,1685,4
2834,34567,1
2835,5677,3
2836,22879,2
2837,29713,1
2838,15627,1
2839,0,1
2840,14595,2
2841,13908,1
2842,33091,2
2843,16342,1
2844,6799,1
2845,4823,3
2846,13127,1
2847,9268,1
2848,24853,3
2849,8890,1
2850,18770,1
2851,23705,1
2852,26109,1
2853,2975,1
2854,12709,1
2855,26922,1
2856,37226,1
2857,19349,2
2858,14650,1
2859,3444,4
2860,17023,1
2861,26460,1
2862,14047,2
2863,8127,1
2864,8450,1
2865,2430,4
2866,24534,3
2867,12233,1
2868,20677,2
2869,12373,1
2870,15975,1
2871,16157,3
2872,35985,1
2873,4666,4
2874,16818,1
2875,6944,2
2876,10838,1
2877,14108,1
2878,7617,1
2879,22411,3
2880,22847,4
2881,9825,4
2882,35027,1
2883,24984,3
2884,28691,1
2885,34891,3
2886,26006,3
2887,14208,1
2888,14483,3
2889,1054,4
2890,6440,1
2891,33931,1
2892,35040,2
2893,10498,2
2894,12083,1
2895,5087,1
2896,4899,1
2897,17762,1
2898,24004,1
2899,6431,1
2900,14050,2
2901,32600,1
2902,6081,1
2903,25417,2
2904,6199,1
2905,13929,2
2906,14958,4
2907,6832,1
2908,12423,1
2909,35538,1
2910,23215,1
2911,4950,3
2912,2767,1
2913,20366,3
2914,28204,1
2915,24938,2
2916,17514,2
2917,6175,2
2918,35932,1
2919,24997,2
2920,19854,5
2921,21589,2
2922,5404,1
2923,3653,1
2924,9347,1
2925,5872,1
2926,2264,3
2927,4262,3
2928,11887,1
2929,27496,1
2930,22417,1
2931,34156,3
2932,5941,3
2933,15915,3
2934,8844,3
2935,33837,2
2936,3899,1
2937,6405,1
2938,19671,2
2939,24994,2
2940,25619,1
2941,24767,1
2942,1188,1
2943,20359,1
2944,3154,4
2945,29161,1
2946,672,1
2947,26278,1
2948,26921,2
2949,1770,1
2950,13018,1
2951,19656,1
2952,798,1
2953,16309,3
2954,7883,2
2955,15786,2
2956,21299,1
2957,25902,2
2958,34851,1
2959,9104,2
2960,12288,3
2961,30173,1
2962,5537,1
2963,15002,1
2964,8544,4
2965,20522,1
2966,26444,2
2967,3964,3
2968,34425,1
2969,13532,1
2970,20773,4
2971,34402,1
2972,33689,1
2973,9871,1
2974,1958,3
2975,18780,3
2976,4791,2
2977,16854,4
2978,30134,1
2979,23908,3
2980,32365,1
2981,34425,3
2982,6597,3
2983,10381,2
2984,33554,1
2985,3106,1
2986,15125,2
2987,9804,4
2988,21511,1
2989,14080,1
2990,29623,2
2991,34894,1
2992,8803,1
2993,19757,2
2994,6548,4
2995,9376,3
2996,29486,2
2997,35273,1
2998,24762,1
2999,25295,2
3000,9376,1
3001,10940,1
3002,26148,3
3003,22582,1
3004,34100,3
3005,27810,3
3006,4642,2
3007,5750,1
3008,21604,1
3009,747,3
3010,24132,3
3011,13032,1
3012,4823,1
3013,13820,2
3014,10844,3
3015,10578,3
3016,28450,3
3017,5466,2
3018,16716,1
3019,10109,1
3020,14145,4
3021,9716,1
3022,8477,1
3023,19313,1
3024,34652,1
3025,6705,1
3026,15809,1
3027,37003,2
3028,13464,1
3029,19659,2
3030,9879,1
3031,37134,1
3032,34295,1
3033,15660,1
3034,27537,1
3035,21942,1
3036,22846,1
3037,34078,2
3038,3390,1
3039,2935,1
3040,34055,2
3041,12850,1
3042,1633,2
3043,5909,3
3044,37376,3
3045,30449,1
3046,5000,1
3047,30244,1
3048,8408,1
3049,11837,1
3050,10920,1
3051,10798,1
3052,34286,1
3053,29448,1
3054,26398,1
3055,28696,1
3056,8838,1
3057,18709,1
3058,37095,2
3059,3306,3
3060,7414,2
3061,23076,1
3062,14793,1
3063,27081,1
3064,16204,1
3065,7262,1
3066,11119,3
3067,37354,1
3068,1268,1
3069,4623,1
3070,36267,1
3071,1719,1
3072,7242,5
3073,16149,2
3074,36600,1
3075,23131,1
3076,15108,2
3077,6763,1
3078,19383,2
3079,3306,1
3080,23600,1
3081,4026,4
3082,27802,3
3083,18660,3
3084,19836,3
3085,2508,2
3086,34974,2
3087,12486,2
3088,21562,3
3089,11326,1
3090,15093,1
3091,11410,1
3092,4757,1
3093,16030,1
3094,10945,1
3095,22802,4
3096,35168,1
3097,3564,1
3098,7410,5
3099,35085,1
3100,7184,2
3101,25240,3
3102,3405,2
3103,17832,1
3104,27822,1
3105,36299,1
3106,2168,3
3107,20995,1
3108,16552,1
3109,5407,5
3110,36109,1
3111,6272,4
3112,4841,1
3113,9641,1
3114,11752,1
3115,9800,1
3116,3146,3
3117,9626,1
3118,4023,3
3119,1433,3
3120,34156,1
3121,29439,2
3122,34147,3
3123,16367,1
3124,10142,1
3125,24948,1
3126,28010,1
3127,16289,1
3128,5665,1
3129,6049,3
3130,3168,1
3131,6907,3
3132,34088,1
3133,19758,1
3134,27879,1
3135,15390,2
3136,10523,2
3137,36280,1
3138,3292,4
3139,897,4
3140,4174,1
3141,12378,1
3142,26471,1
3143,35422,4
3144,7428,2
3145,6417,1
3146,19446,1
3147,16546,3
3148,23810,1
3149,15037,3
3150,13140,1
3151,13852,3
3152,35691,1
3153,22498,1
3154,20880,1
3155,6410,1
3156,35380,1
3157,6673,1
3158,21996,1
3159,1276,1
3160,11294,1
3161,13254,1
3162,18313,1
3163,21745,1
3164,28861,2
3165,31839,1
3166,4420,1
3167,35554,1
3168,25986,2
3169,27000,3
3170,34764,1
3171,3925,1
3172,241,3
3173,24039,1
3174,37179,1
3175,14688,2
3176,6998,1
3177,37146,1
3178,24034,1
3179,6906,3
3180,26703,1
3181,3708,1
3182,22199,1
3183,34627,2
3184,9648,4
3185,26247,1
3186,14611,2
3187,10913,2
3188,34441,1
3189,8305,1
3190,16657,1
3191,18440,4
3192,5763,1
3193,18380,2
3194,37274,1
3195,31657,4
3196,29241,2
3197,36385,1
3198,20253,1
3199,1813,2
3200,2530,4
3201,6480,1
3202,37095,2
3203,7097,1
3204,34591,1
3205,3609,1
3206,4951,1
3207,2807,3
3208,25285,3
3209,30315,2
3210,10349,2
3211,2999,1
3212,15793,1
3213,2686,2
3214,30194,1
3215,27093,5
3216,1816,1
3217,3192,1
3218,6154,1
3219,3404,3
3220,11303,3
3221,24163,1
3222,35972,4
3223,14868,1
3224,5080,1
3225,31457,1
3226,35576,1
3227,12126,1
3228,14922,1
3229,11930,2
3230,9083,2
3231,8824,2
3232,26704,1
3233,23596,4
3234,35770,2
3235,16221,2
3236,23150,1
3237,20578,2
3238,4533,1
3239,3209,2
3240,18828,1
3241,32363,1
3242,3346,2
3243,8553,3
3244,20490,1
3245,18098,1
3246,18572,1
3247,28977,1
3248,17213,3
3249,3613,3
3250,11712,2
3251,12554,1
3252,33279,1
3253,12014,3
3254,6526,1
3255,20853,2
3256,13679,1
3257,34370,1
3258,25964,1
3259,13250,1
3260,11682,1
3261,9922,1
3262,14434,3
3263,25737,1
3264,17167,1
3265,36753,1
3266,14670,3
3267,30197,1
3268,18293,1
3269,27430,2
3270,23829,3
3271,33467,1
3272,7531,1
3273,9731,2
3274,5517,1
3275,6560,1
3276,12358,1
3277,28603,6
3278,7175,1
3279,34748,1
3280,9982,1
3281,20996,1
3282,34996,4
3283,35961,1
3284,30075,1
3285,27099,1
3286,18891,1
3287,33011,3
3288,13965,1
3289,10769,1
3290,14139,2
3291,10289,2
3292,12512,1
3293,35912,1
3294,25918,3
3295,24254,2
3296,279,3
3297,8363,3
3298,26026,3
3299,1805,1
3300,577,1
3301,23252,2
3302,30630,3
3303,33434,1
3304,33153,1
3305,34415,1
3306,249,3
3307,26736,2
3308,8909,1
3309,17126,1
3310,22521,1
3311,9193,1
3312,2436,1
3313,6855,4
3314,31641,3
3315,18312,2
3316,3292,1
3317,12018,2
3318,20548,1
3319,20119,2
3320,17876,2
3321,33779,1
3322,13477,1
3323,30548,3
3324,5981,1
3325,20753,2
3326,23121,4
3327,21835,1
3328,19518,4
3329,1559,1
3330,18525,1
3331,20031,1
3332,27732,3
3333,15413,1
3334,2285,1
3335,27258,1
3336,34128,1
3337,10384,1
3338,20106,3
3339,24993,2
3340,321,2
3341,18658,4
3342,12784,1
3343,35898,1
3344,30987,2
3345,12818,3
3346,1986,1
3347,15051,1
3348,16657,1
3349,8427,3
3350,13513,2
3351,36676,1
3352,8090,1
3353,25662,1
3354,35530,4
3355,12730,4
3356,21536,1
3357,17761,1
3358,10207,4
3359,19723,1
3360,9596,1
3361,34316,4
3362,18372,1
3363,6599,1
3364,12950,1
3365,16630,4
3366,17035,4
3367,21260,1
3368,1166,1
3369,9639,1
3370,33977,1
3371,21854,1
3372,27049,1
3373,95,1
3374,7480,1
3375,3190,1
3376,7186,1
3377,8307,2
3378,23894,1
3379,10845,1
3380,18219,1
3381,4411,2
3382,26250,1
3383,11884,1
3384,19074,1
3385,10766,1
3386,30213,2
3387,6467,1
3388,29367,1
3389,34290,4
3390,2277,1
3391,18217,4
3392,7886,1
3393,31245,2
3394,596,1
3395,12,4
3396,8750,3
3397,8356,1
3398,17438,2
3399,30768,2
3400,25454,1
3401,7004,1
3402,26989,1
3403,22118,4
3404,29775,1
3405,19632,3
3406,15541,2
3407,20028,3
3408,18065,1
3409,13820,1
3410,27318,3
3411,35481,1
3412,19836,1
3413,22866,1
3414,5290,1
3415,37115,1
3416,20328,1
3417,14094,1
3418,16951,1
3419,34039,1
3420,3879,1
3421,10776,4
3422,24369,1
3423,16740,1
3424,2556,3
3425,11105,4
3426,869,1
3427,918,1
3428,25064,1
3429,22680,1
3430,11295,2
3431,518,1
3432,28450,2
3433,36265,4
3434,22402,3
3435,17968,1
3436,27721,1
3437,28449,1
3438,22525,2
3439,1998,2
3440,8639,1
3441,12713,2
3442,16098,3
3443,36906,1
3444,22869,3
3445,29424,1
3446,13713,2
3447,0,1
3448,11744,2
3449,14600,3
3450,32651,2
3451,34697,3
3452,8552,1
3453,2024,4
3454,20668,1
3455,16514,1
3456,22725,1
3457,3517,1
3458,3366,2
3459,36407,1
3460,34626,1
3461,29885,1
3462,13915,1
3463,17709,4
3464,10113,1
3465,3574,3
3466,20088,1
3467,33952,1
3468,18942,1
3469,21493,2
3470,4949,1
3471,28924,1
3472,117,2
3473,19213,1
3474,15214,2
3475,13262,2
3476,14288,1
3477,1500,2
3478,34876,1
3479,25124,2
3480,26140,1
3481,9549,4
3482,37001,1
3483,4818,1
3484,22286,3
3485,30647,1
3486,34908,5
3487,30946,1
3488,29656,2
3489,15573,1
3490,21705,1
3491,15593,4
3492,2114,1
3493,8278,1
3494,13100,4
3495,22855,1
3496,4750,1
3497,34325,1
3498,19317,1
3499,3688,1
3500,18334,2
3501,17772,2
3502,7571,1
3503,12968,3
3504,25032,2
3505,20035,2
3506,22343,1
3507,17147,2
3508,23581,3
3509,22325,1
3510,1570,2
3511,25256,1
3512,20346,1
3513,9131,1
3514,30133,2
3515,7891,1
3516,36039,2
3517,3790,4
3518,21620,1
3519,17028,1
3520,33433,1
3521,18705,3
3522,4005,1
3523,7801,1
3524,25241,1
3525,21645,1
3526,33643,1
3527,27971,1
3528,13641,3
3529,37299,1
3530,12340,1
3531,36640,1
3532,23927,1
3533,11438,1
3534,11015,4
3535,27401,3
3536,14071,1
3537,6233,1
3538,26407,4
3539,9314,1
3540,35284,1
3541,20786,1
3542,5736,1
3543,1348,3
3544,22502,3
3545,21413,4
3546,7118,1
3547,6600,4
3548,18279,4
3549,14021,2
3550,10402,3
3551,16272,3
3552,32655,2
3553,20366,2
3554,10075,1
3555,6803,2
3556,36976,1
3557,25949,3
3558,5302,1
3559,35377,2
3560,13843,1
3561,15464,1
3562,18943,1
3563,23165,1
3564,17052,1
3565,33908,1
3566,16295,1
3567,16260,2
3568,37176,1
3569,8578,1
3570,18228,3
3571,2438,4
3572,36752,1
3573,10814,1
3574,17219,1
3575,2691,3
3576,11738,1
3577,35831,3
3578,21626,1
3579,21315,1
3580,1599,1
3581,24739,2
3582,20428,2
3583,14608,2
3584,17509,4
3585,24719,2
3586,14970,2
3587,33602,1
3588,36598,4
3589,397,1
3590,16311,3
3591,7656,1
3592,21112,1
3593,18326,3
3594,35445,3
3595,31465,3
3596,27508,1
3597,20745,1
3598,27652,1
3599,16767,1
3600,22041,1
3601,3987,1
3602,9369,1
3603,9783,1
3604,34201,1
3605,36587,1
3606,23548,4
3607,10582,1
3608,14870,1
3609,12288,2
3610,10304,1
3611,9664,1
3612,15380,3
3613,35462,1
3614,36435,1
3615,19071,1
3616,28371,1
3617,10364,2
3618,6596,3
3619,3226,1
3620,15239,2
3621,25463,1
3622,6339,2
3623,15545,1
3624,32701,1
3625,5726,1
3626,19754,1
3627,12714,1
3628,31890,2
3629,26093,1
3630,8960,1
